age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
49,Administrative,Married,Secondary,No,428.0,Yes,No,Unknown,5,May,50.0,1,-1.0,0,Unknown,No
53,Blue-collar,Married,Secondary,No,0.0,Yes,Yes,Unknown,5,May,181.0,1,-1.0,0,Unknown,No
34,Services,Single,Secondary,No,0.0,Yes,No,Unknown,5,May,142.0,1,-1.0,0,Unknown,No
33,Technician,Divorced,Secondary,No,140.0,Yes,No,Unknown,5,May,227.0,1,-1.0,0,Unknown,No
50,Management,Single,Tertiary,No,297.0,Yes,No,Unknown,5,May,119.0,1,-1.0,0,Unknown,No
39,Blue-collar,Married,Primary,No,279.0,Yes,No,Unknown,5,May,361.0,1,-1.0,0,Unknown,No
59,Entrepreneur,Divorced,Secondary,No,901.0,Yes,No,Unknown,5,May,73.0,3,-1.0,0,Unknown,No
30,Technician,Single,Secondary,No,2573.0,Yes,No,Unknown,5,May,67.0,2,-1.0,0,Unknown,No
36,Services,Married,Secondary,No,143.0,Yes,Yes,Unknown,5,May,350.0,1,-1.0,0,Unknown,No
40,Blue-collar,Married,Secondary,No,475.0,Yes,No,Unknown,5,May,332.0,2,-1.0,0,Unknown,No
53,Blue-collar,Married,Secondary,No,70.0,Yes,No,Unknown,5,May,611.0,2,-1.0,0,Unknown,No
34,Management,Single,Tertiary,No,318.0,Yes,No,Unknown,5,May,113.0,2,-1.0,0,Unknown,No
37,Technician,Married,Secondary,No,275.0,Yes,No,Unknown,5,May,132.0,1,-1.0,0,Unknown,No
42,Management,Divorced,Tertiary,No,742.0,Yes,No,Unknown,5,May,58.0,3,-1.0,0,Unknown,No
41,Entrepreneur,Married,Primary,No,236.0,Yes,No,Unknown,5,May,151.0,1,-1.0,0,Unknown,No
30,Student,Single,Tertiary,No,25.0,Yes,No,Unknown,5,May,89.0,2,-1.0,0,Unknown,No
37,Management,Single,Tertiary,No,600.0,Yes,No,Unknown,5,May,152.0,1,-1.0,0,Unknown,No
39,Administrative,Divorced,Secondary,No,-349.0,Yes,No,Unknown,5,May,611.0,2,-1.0,0,Unknown,No
41,Blue-collar,Married,Primary,No,183.0,Yes,Yes,Unknown,5,May,110.0,2,-1.0,0,Unknown,No
40,Blue-collar,Married,Primary,No,0.0,Yes,No,Unknown,5,May,463.0,1,-1.0,0,Unknown,No
42,Management,Single,Tertiary,No,0.0,Yes,Yes,Unknown,5,May,562.0,2,-1.0,0,Unknown,Yes
40,Blue-collar,Divorced,Primary,No,0.0,Yes,No,Unknown,5,May,962.0,1,-1.0,0,Unknown,No
57,Technician,Married,Secondary,No,1078.0,Yes,No,Unknown,5,May,10.0,4,-1.0,0,Unknown,No
56,Entrepreneur,Divorced,Secondary,No,155.0,No,No,Unknown,5,May,118.0,3,-1.0,0,Unknown,No
37,Administrative,Married,Secondary,No,190.0,Yes,No,Unknown,5,May,92.0,2,-1.0,0,Unknown,No
59,Retired,Married,Secondary,No,319.0,Yes,No,Unknown,5,May,143.0,3,-1.0,0,Unknown,No
39,Services,Divorced,Secondary,No,-185.0,Yes,No,Unknown,5,May,189.0,3,-1.0,0,Unknown,No
49,Services,Married,Secondary,No,47.0,No,No,Unknown,5,May,234.0,2,-1.0,0,Unknown,No
38,Services,Single,Secondary,No,570.0,Yes,No,Unknown,5,May,75.0,2,-1.0,0,Unknown,No
36,Self-employed,Married,Tertiary,No,19.0,No,No,Unknown,5,May,189.0,2,-1.0,0,Unknown,No
50,Blue-collar,Married,Primary,No,61.0,Yes,No,Unknown,5,May,621.0,3,-1.0,0,Unknown,No
41,Administrative,Married,Secondary,No,-62.0,Yes,Yes,Unknown,5,May,55.0,2,-1.0,0,Unknown,No
54,Technician,Married,Tertiary,No,258.0,No,No,Unknown,5,May,310.0,4,-1.0,0,Unknown,No
58,Blue-collar,Married,Primary,No,76.0,Yes,No,Unknown,5,May,156.0,2,-1.0,0,Unknown,No
30,Blue-collar,Single,Secondary,No,0.0,Yes,No,Unknown,5,May,5.0,2,-1.0,0,Unknown,No
33,Administrative,Single,Secondary,No,352.0,Yes,No,Unknown,5,May,225.0,2,-1.0,0,Unknown,No
47,Administrative,Married,Secondary,No,368.0,Yes,No,Unknown,5,May,125.0,2,-1.0,0,Unknown,No
50,Technician,Single,Tertiary,No,339.0,Yes,No,Unknown,5,May,2.0,3,-1.0,0,Unknown,No
32,Blue-collar,Married,Secondary,No,1331.0,Yes,No,Unknown,5,May,286.0,2,-1.0,0,Unknown,No
40,Self-employed,Married,Secondary,No,672.0,Yes,No,Unknown,5,May,164.0,2,-1.0,0,Unknown,No
37,Management,Married,Tertiary,No,58.0,Yes,No,Unknown,5,May,98.0,2,-1.0,0,Unknown,No
54,Technician,Single,Unknown,No,447.0,Yes,No,Unknown,5,May,742.0,2,-1.0,0,Unknown,No
24,Student,Single,Secondary,No,423.0,Yes,No,Unknown,5,May,226.0,3,-1.0,0,Unknown,No
54,Management,Married,Tertiary,No,0.0,No,No,Unknown,5,May,120.0,2,-1.0,0,Unknown,No
34,Technician,Married,Secondary,No,19.0,Yes,No,Unknown,5,May,362.0,4,-1.0,0,Unknown,No
56,Technician,Divorced,Primary,No,13.0,Yes,No,Unknown,5,May,357.0,2,-1.0,0,Unknown,No
31,Blue-collar,Single,Secondary,No,3.0,Yes,No,Unknown,5,May,200.0,2,-1.0,0,Unknown,No
24,Student,Single,Secondary,No,82.0,Yes,No,Unknown,5,May,204.0,2,-1.0,0,Unknown,No
42,Blue-collar,Divorced,Primary,No,28.0,Yes,No,Unknown,5,May,126.0,3,-1.0,0,Unknown,No
57,Technician,Married,Secondary,No,792.0,Yes,No,Unknown,5,May,65.0,2,-1.0,0,Unknown,No
42,Blue-collar,Married,Unknown,No,408.0,Yes,No,Unknown,5,May,107.0,2,-1.0,0,Unknown,No
51,Administrative,Married,Secondary,No,531.0,Yes,No,Unknown,5,May,267.0,2,-1.0,0,Unknown,No
57,Retired,Married,Secondary,No,211.0,Yes,No,Unknown,5,May,248.0,2,-1.0,0,Unknown,No
36,Services,Single,Secondary,No,62.0,Yes,No,Unknown,5,May,215.0,2,-1.0,0,Unknown,No
53,Services,Married,Unknown,No,257.0,Yes,No,Unknown,5,May,209.0,2,-1.0,0,Unknown,No
50,Technician,Married,Secondary,No,1234.0,Yes,No,Unknown,5,May,205.0,2,-1.0,0,Unknown,No
54,Management,Married,Tertiary,No,313.0,Yes,No,Unknown,5,May,83.0,2,-1.0,0,Unknown,No
55,Blue-collar,Married,Secondary,No,89.0,Yes,No,Unknown,5,May,106.0,3,-1.0,0,Unknown,No
44,Blue-collar,Married,Secondary,No,129.0,Yes,Yes,Unknown,5,May,189.0,2,-1.0,0,Unknown,No
43,Management,Married,Unknown,No,0.0,Yes,No,Unknown,5,May,105.0,2,-1.0,0,Unknown,No
56,Administrative,Married,Secondary,No,353.0,Yes,No,Unknown,5,May,106.0,2,-1.0,0,Unknown,No
54,Technician,Married,Unknown,No,851.0,Yes,No,Unknown,5,May,108.0,2,-1.0,0,Unknown,No
55,Services,Divorced,Primary,No,96.0,Yes,Yes,Unknown,5,May,311.0,2,-1.0,0,Unknown,No
37,Services,Divorced,Secondary,No,398.0,Yes,Yes,Unknown,5,May,214.0,2,-1.0,0,Unknown,No
33,Administrative,Single,Tertiary,No,193.0,No,No,Unknown,5,May,132.0,2,-1.0,0,Unknown,No
46,Administrative,Married,Secondary,No,-358.0,Yes,No,Unknown,5,May,358.0,2,-1.0,0,Unknown,No
36,Blue-collar,Married,Secondary,No,539.0,Yes,Yes,Unknown,5,May,453.0,2,-1.0,0,Unknown,No
51,Technician,Single,Secondary,No,0.0,Yes,No,Unknown,5,May,364.0,2,-1.0,0,Unknown,No
40,Retired,Single,Primary,No,0.0,No,No,Unknown,5,May,136.0,2,-1.0,0,Unknown,No
42,Blue-collar,Married,Secondary,No,490.0,Yes,No,Unknown,5,May,386.0,2,-1.0,0,Unknown,No
51,Blue-collar,Married,Secondary,No,0.0,Yes,No,Unknown,5,May,173.0,2,-1.0,0,Unknown,No
49,Blue-collar,Married,Unknown,No,403.0,Yes,No,Unknown,5,May,241.0,2,-1.0,0,Unknown,No
48,Management,Married,Secondary,No,161.0,Yes,No,Unknown,5,May,224.0,3,-1.0,0,Unknown,No
32,Technician,Divorced,Tertiary,No,2558.0,No,No,Unknown,5,May,148.0,2,-1.0,0,Unknown,No
31,Administrative,Single,Secondary,No,98.0,Yes,No,Unknown,5,May,196.0,2,-1.0,0,Unknown,No
55,Management,Single,Tertiary,No,115.0,No,No,Unknown,5,May,111.0,4,-1.0,0,Unknown,No
40,Blue-collar,Single,Secondary,No,436.0,Yes,No,Unknown,5,May,231.0,3,-1.0,0,Unknown,No
47,Technician,Married,Tertiary,No,831.0,Yes,No,Unknown,5,May,316.0,3,-1.0,0,Unknown,No
57,Technician,Married,Unknown,No,206.0,Yes,No,Unknown,5,May,216.0,3,-1.0,0,Unknown,No
41,Blue-collar,Married,Secondary,No,290.0,Yes,No,Unknown,5,May,240.0,2,-1.0,0,Unknown,No
48,Blue-collar,Married,Secondary,No,1.0,No,No,Unknown,5,May,669.0,3,-1.0,0,Unknown,No
42,Blue-collar,Married,Unknown,No,57.0,Yes,No,Unknown,5,May,425.0,2,-1.0,0,Unknown,No
30,Blue-collar,Single,Secondary,No,-457.0,Yes,No,Unknown,5,May,143.0,2,-1.0,0,Unknown,No
58,Management,Single,Tertiary,No,1387.0,Yes,No,Unknown,5,May,174.0,5,-1.0,0,Unknown,No
45,Management,Divorced,Tertiary,No,24598.0,Yes,No,Unknown,5,May,313.0,3,-1.0,0,Unknown,No
49,Blue-collar,Married,Secondary,No,30.0,Yes,No,Unknown,5,May,135.0,4,-1.0,0,Unknown,No
42,Administrative,Single,Secondary,No,1022.0,Yes,No,Unknown,5,May,146.0,2,-1.0,0,Unknown,No
53,Technician,Married,Secondary,No,56.0,Yes,Yes,Unknown,5,May,152.0,2,-1.0,0,Unknown,No
51,Administrative,Single,Secondary,Yes,-2.0,No,No,Unknown,5,May,402.0,3,-1.0,0,Unknown,No
32,Services,Single,Secondary,No,121.0,Yes,No,Unknown,5,May,213.0,2,-1.0,0,Unknown,No
41,Blue-collar,Single,Secondary,No,842.0,Yes,No,Unknown,5,May,144.0,3,-1.0,0,Unknown,No
43,Management,Divorced,Secondary,No,693.0,Yes,No,Unknown,5,May,124.0,3,-1.0,0,Unknown,No
40,Blue-collar,Divorced,Secondary,No,-333.0,Yes,No,Unknown,5,May,183.0,2,-1.0,0,Unknown,No
50,Blue-collar,Married,Primary,No,1533.0,Yes,No,Unknown,5,May,325.0,2,-1.0,0,Unknown,No
34,Management,Married,Tertiary,No,46.0,Yes,No,Unknown,5,May,39.0,4,-1.0,0,Unknown,No
53,Services,Married,Unknown,No,18.0,No,No,Unknown,5,May,503.0,2,-1.0,0,Unknown,No
45,Technician,Married,Secondary,No,44.0,Yes,No,Unknown,5,May,95.0,4,-1.0,0,Unknown,No
39,Blue-collar,Married,Primary,No,-100.0,Yes,No,Unknown,5,May,680.0,2,-1.0,0,Unknown,No
44,Services,Married,Tertiary,No,510.0,Yes,No,Unknown,5,May,421.0,4,-1.0,0,Unknown,No
55,Management,Married,Tertiary,No,685.0,Yes,No,Unknown,5,May,174.0,3,-1.0,0,Unknown,No
46,Management,Single,Tertiary,No,187.0,Yes,No,Unknown,5,May,113.0,2,-1.0,0,Unknown,No
45,Blue-collar,Married,Secondary,No,66.0,Yes,No,Unknown,5,May,808.0,2,-1.0,0,Unknown,No
34,Administrative,Married,Secondary,No,560.0,Yes,No,Unknown,5,May,198.0,3,-1.0,0,Unknown,No
36,Blue-collar,Married,Secondary,No,0.0,Yes,No,Unknown,5,May,195.0,2,-1.0,0,Unknown,No
59,Unknown,Divorced,Unknown,No,27.0,No,No,Unknown,5,May,347.0,3,-1.0,0,Unknown,No
31,Administrative,Single,Secondary,No,12.0,Yes,No,Unknown,5,May,208.0,2,-1.0,0,Unknown,No
44,Blue-collar,Single,Secondary,No,34.0,Yes,No,Unknown,5,May,404.0,4,-1.0,0,Unknown,No
33,Entrepreneur,Single,Tertiary,No,1068.0,Yes,No,Unknown,5,May,396.0,2,-1.0,0,Unknown,No
40,Blue-collar,Married,Secondary,No,211.0,Yes,No,Unknown,5,May,216.0,4,-1.0,0,Unknown,No
46,Administrative,Single,Tertiary,No,377.0,Yes,No,Unknown,5,May,98.0,2,-1.0,0,Unknown,No
48,Management,Married,Tertiary,No,263.0,Yes,No,Unknown,5,May,350.0,2,-1.0,0,Unknown,No
42,Services,Married,Secondary,No,1263.0,Yes,No,Unknown,6,May,114.0,2,-1.0,0,Unknown,No
27,Services,Married,Secondary,No,8.0,Yes,No,Unknown,6,May,88.0,3,-1.0,0,Unknown,No
48,Administrative,Married,Secondary,No,126.0,Yes,Yes,Unknown,6,May,379.0,2,-1.0,0,Unknown,No
59,Administrative,Married,Secondary,No,230.0,Yes,No,Unknown,6,May,190.0,3,-1.0,0,Unknown,No
46,Technician,Married,Tertiary,No,841.0,Yes,No,Unknown,6,May,158.0,1,-1.0,0,Unknown,No
38,Administrative,Divorced,Secondary,No,308.0,Yes,No,Unknown,6,May,102.0,1,-1.0,0,Unknown,No
43,Management,Divorced,Tertiary,No,1.0,Yes,No,Unknown,6,May,306.0,1,-1.0,0,Unknown,No
38,Administrative,Divorced,Tertiary,No,86.0,Yes,No,Unknown,6,May,218.0,1,-1.0,0,Unknown,No
23,Student,Single,Secondary,No,157.0,Yes,No,Unknown,6,May,54.0,1,-1.0,0,Unknown,No
34,Services,Married,Secondary,No,22.0,Yes,No,Unknown,6,May,344.0,1,-1.0,0,Unknown,No
38,Administrative,Married,Secondary,No,46.0,Yes,Yes,Unknown,6,May,195.0,1,-1.0,0,Unknown,No
37,Blue-collar,Married,Secondary,No,1293.0,No,No,Unknown,6,May,652.0,1,-1.0,0,Unknown,No
25,Administrative,Single,Secondary,No,122.0,Yes,No,Unknown,6,May,286.0,1,-1.0,0,Unknown,No
48,Blue-collar,Married,Unknown,No,131.0,Yes,No,Unknown,6,May,189.0,1,-1.0,0,Unknown,No
49,Blue-collar,Single,Secondary,No,143.0,Yes,No,Unknown,6,May,83.0,1,-1.0,0,Unknown,No
38,Administrative,Single,Secondary,No,393.0,No,No,Unknown,6,May,184.0,2,-1.0,0,Unknown,No
43,Blue-collar,Married,Primary,No,98.0,Yes,No,Unknown,6,May,235.0,1,-1.0,0,Unknown,No
33,Management,Married,Tertiary,No,0.0,Yes,No,Unknown,6,May,290.0,1,-1.0,0,Unknown,No
55,Blue-collar,Married,Secondary,No,224.0,Yes,No,Unknown,6,May,232.0,1,-1.0,0,Unknown,No
38,Blue-collar,Married,Secondary,No,757.0,Yes,No,Unknown,6,May,133.0,1,-1.0,0,Unknown,No
49,Services,Married,Secondary,No,245.0,Yes,Yes,Unknown,6,May,318.0,1,-1.0,0,Unknown,No
40,Management,Married,Secondary,No,8486.0,No,No,Unknown,6,May,260.0,3,-1.0,0,Unknown,No
43,Administrative,Married,Unknown,No,350.0,No,No,Unknown,6,May,437.0,1,-1.0,0,Unknown,No
38,Blue-collar,Married,Secondary,No,20.0,Yes,No,Unknown,6,May,402.0,1,-1.0,0,Unknown,No
58,Services,Married,Secondary,No,1667.0,Yes,Yes,Unknown,6,May,85.0,1,-1.0,0,Unknown,No
57,Technician,Married,Unknown,No,345.0,Yes,No,Unknown,6,May,125.0,1,-1.0,0,Unknown,No
32,Unemployed,Married,Secondary,No,10.0,Yes,No,Unknown,6,May,501.0,4,-1.0,0,Unknown,No
56,Management,Married,Tertiary,No,830.0,Yes,Yes,Unknown,6,May,1201.0,1,-1.0,0,Unknown,Yes
58,Blue-collar,Divorced,Unknown,No,29.0,Yes,No,Unknown,6,May,253.0,1,-1.0,0,Unknown,No
60,Retired,Divorced,Secondary,No,545.0,Yes,No,Unknown,6,May,1030.0,1,-1.0,0,Unknown,Yes
37,Technician,Married,Tertiary,No,8730.0,Yes,No,Unknown,6,May,149.0,1,-1.0,0,Unknown,No
46,Technician,Divorced,Tertiary,No,477.0,Yes,No,Unknown,6,May,114.0,1,-1.0,0,Unknown,No
27,Administrative,Married,Secondary,No,4.0,Yes,No,Unknown,6,May,243.0,1,-1.0,0,Unknown,No
43,Blue-collar,Married,Secondary,No,1205.0,Yes,No,Unknown,6,May,769.0,2,-1.0,0,Unknown,No
32,Technician,Single,Secondary,No,0.0,Yes,Yes,Unknown,6,May,135.0,3,-1.0,0,Unknown,No
40,Administrative,Single,Secondary,No,263.0,Yes,No,Unknown,6,May,231.0,1,-1.0,0,Unknown,No
38,Administrative,Married,Secondary,No,1.0,No,No,Unknown,6,May,76.0,1,-1.0,0,Unknown,No
34,Blue-collar,Married,Secondary,No,283.0,No,Yes,Unknown,6,May,199.0,1,-1.0,0,Unknown,No
47,Blue-collar,Married,Primary,No,206.0,Yes,No,Unknown,6,May,152.0,1,-1.0,0,Unknown,No
42,Housemaid,Married,Primary,No,17.0,Yes,No,Unknown,6,May,124.0,1,-1.0,0,Unknown,No
48,Technician,Married,Secondary,No,141.0,Yes,Yes,Unknown,6,May,424.0,1,-1.0,0,Unknown,No
29,Self-employed,Single,Tertiary,No,16.0,Yes,No,Unknown,6,May,43.0,1,-1.0,0,Unknown,No
50,Services,Married,Secondary,No,206.0,Yes,No,Unknown,6,May,154.0,1,-1.0,0,Unknown,No
52,Technician,Married,Unknown,No,7.0,No,No,Unknown,6,May,203.0,2,-1.0,0,Unknown,No
50,Management,Married,Tertiary,No,0.0,No,No,Unknown,6,May,326.0,1,-1.0,0,Unknown,No
58,Retired,Married,Tertiary,No,0.0,No,No,Unknown,6,May,393.0,1,-1.0,0,Unknown,No
46,Blue-collar,Divorced,Primary,No,1927.0,Yes,No,Unknown,6,May,241.0,3,-1.0,0,Unknown,No
38,Technician,Married,Secondary,No,284.0,Yes,No,Unknown,6,May,483.0,1,-1.0,0,Unknown,No
46,Blue-collar,Married,Secondary,No,1660.0,Yes,No,Unknown,6,May,259.0,1,-1.0,0,Unknown,No
32,Services,Single,Secondary,No,406.0,Yes,No,Unknown,6,May,227.0,1,-1.0,0,Unknown,No
51,Blue-collar,Married,Primary,No,230.0,Yes,No,Unknown,6,May,673.0,1,-1.0,0,Unknown,No
39,Administrative,Single,Secondary,No,-25.0,Yes,No,Unknown,6,May,576.0,1,-1.0,0,Unknown,No
48,Administrative,Married,Secondary,No,182.0,Yes,No,Unknown,6,May,180.0,2,-1.0,0,Unknown,No
36,Entrepreneur,Married,Tertiary,No,1169.0,Yes,No,Unknown,6,May,168.0,2,-1.0,0,Unknown,No
34,Administrative,Divorced,Secondary,No,67.0,Yes,No,Unknown,6,May,90.0,1,-1.0,0,Unknown,No
40,Technician,Married,Secondary,No,77.0,No,No,Unknown,6,May,505.0,1,-1.0,0,Unknown,No
43,Unemployed,Married,Secondary,No,0.0,Yes,No,Unknown,6,May,245.0,1,-1.0,0,Unknown,No
52,Blue-collar,Divorced,Primary,No,55.0,Yes,Yes,Unknown,6,May,186.0,1,-1.0,0,Unknown,No
33,Technician,Married,Secondary,Yes,72.0,Yes,No,Unknown,6,May,623.0,1,-1.0,0,Unknown,No
49,Management,Single,Tertiary,No,163.0,Yes,No,Unknown,6,May,496.0,3,-1.0,0,Unknown,No
32,Management,Single,Tertiary,No,151.0,Yes,No,Unknown,6,May,118.0,1,-1.0,0,Unknown,No
39,Administrative,Single,Secondary,No,113.0,Yes,No,Unknown,6,May,342.0,1,-1.0,0,Unknown,No
40,Blue-collar,Married,Secondary,No,0.0,Yes,No,Unknown,6,May,225.0,1,-1.0,0,Unknown,No
38,Technician,Single,Tertiary,No,9.0,Yes,No,Unknown,6,May,185.0,3,-1.0,0,Unknown,No
43,Management,Married,Secondary,No,375.0,Yes,No,Unknown,6,May,196.0,2,-1.0,0,Unknown,No
39,Services,Married,Secondary,No,1142.0,Yes,No,Unknown,6,May,276.0,1,-1.0,0,Unknown,No
54,Blue-collar,Married,Primary,No,2102.0,Yes,No,Unknown,6,May,76.0,1,-1.0,0,Unknown,No
38,Technician,Single,Tertiary,No,4325.0,Yes,No,Unknown,6,May,87.0,1,-1.0,0,Unknown,No
40,Blue-collar,Married,Secondary,No,217.0,Yes,No,Unknown,6,May,195.0,1,-1.0,0,Unknown,No
55,Administrative,Married,Secondary,No,131.0,Yes,No,Unknown,6,May,744.0,1,-1.0,0,Unknown,No
42,Management,Married,Tertiary,No,1680.0,Yes,No,Unknown,6,May,765.0,1,-1.0,0,Unknown,No
39,Blue-collar,Married,Secondary,No,0.0,Yes,No,Unknown,6,May,262.0,1,-1.0,0,Unknown,No
40,Blue-collar,Married,Primary,No,46.0,Yes,No,Unknown,6,May,119.0,1,-1.0,0,Unknown,No
32,Blue-collar,Married,Secondary,No,320.0,Yes,No,Unknown,6,May,198.0,2,-1.0,0,Unknown,No
55,Administrative,Married,Secondary,No,183.0,Yes,No,Unknown,6,May,150.0,1,-1.0,0,Unknown,No
45,Blue-collar,Married,Secondary,No,39.0,No,No,Unknown,6,May,241.0,1,-1.0,0,Unknown,No
35,Management,Single,Tertiary,No,560.0,Yes,No,Unknown,6,May,181.0,1,-1.0,0,Unknown,No
58,Technician,Divorced,Secondary,No,469.0,No,No,Unknown,6,May,196.0,1,-1.0,0,Unknown,No
35,Administrative,Married,Secondary,No,530.0,Yes,No,Unknown,6,May,149.0,1,-1.0,0,Unknown,No
49,Services,Married,Primary,No,61.0,Yes,No,Unknown,6,May,246.0,1,-1.0,0,Unknown,No
34,Technician,Single,Tertiary,No,242.0,Yes,No,Unknown,6,May,112.0,1,-1.0,0,Unknown,No
36,Blue-collar,Married,Secondary,No,139.0,Yes,No,Unknown,6,May,309.0,2,-1.0,0,Unknown,No
24,Self-employed,Single,Secondary,No,0.0,Yes,No,Unknown,6,May,278.0,1,-1.0,0,Unknown,No
34,Technician,Married,Secondary,No,367.0,Yes,No,Unknown,6,May,140.0,1,-1.0,0,Unknown,No
51,Administrative,Divorced,Secondary,No,228.0,Yes,No,Unknown,6,May,136.0,1,-1.0,0,Unknown,No
39,Technician,Single,Unknown,No,45248.0,Yes,No,Unknown,6,May,1623.0,1,-1.0,0,Unknown,Yes
50,Self-employed,Married,Unknown,No,-84.0,Yes,No,Unknown,6,May,101.0,1,-1.0,0,Unknown,No
32,Services,Single,Secondary,No,310.0,Yes,No,Unknown,6,May,144.0,1,-1.0,0,Unknown,No
42,Blue-collar,Married,Unknown,No,132.0,Yes,No,Unknown,6,May,238.0,1,-1.0,0,Unknown,No
50,Technician,Married,Secondary,No,797.0,Yes,No,Unknown,6,May,354.0,1,-1.0,0,Unknown,No
40,Services,Married,Secondary,No,71.0,No,No,Unknown,6,May,79.0,1,-1.0,0,Unknown,No
46,Management,Divorced,Unknown,No,2.0,Yes,No,Unknown,6,May,187.0,1,-1.0,0,Unknown,No
37,Management,Married,Tertiary,No,231.0,Yes,Yes,Unknown,6,May,451.0,2,-1.0,0,Unknown,No
34,Blue-collar,Married,Secondary,No,270.0,Yes,Yes,Unknown,6,May,159.0,1,-1.0,0,Unknown,No
44,Blue-collar,Married,Secondary,No,274.0,Yes,Yes,Unknown,6,May,409.0,1,-1.0,0,Unknown,No
40,Administrative,Single,Secondary,No,-109.0,Yes,Yes,Unknown,6,May,170.0,1,-1.0,0,Unknown,No
37,Technician,Married,Secondary,No,1.0,Yes,No,Unknown,6,May,608.0,1,-1.0,0,Unknown,Yes
33,Blue-collar,Single,Secondary,Yes,-60.0,No,No,Unknown,6,May,243.0,1,-1.0,0,Unknown,No
35,Blue-collar,Married,Secondary,No,89.0,Yes,No,Unknown,6,May,145.0,2,-1.0,0,Unknown,No
58,Blue-collar,Divorced,Secondary,No,-11.0,No,No,Unknown,6,May,112.0,1,-1.0,0,Unknown,No
39,Blue-collar,Married,Primary,No,0.0,Yes,No,Unknown,6,May,262.0,2,-1.0,0,Unknown,No
43,Blue-collar,Married,Secondary,No,-509.0,Yes,No,Unknown,6,May,124.0,1,-1.0,0,Unknown,No
39,Unemployed,Married,Primary,No,408.0,Yes,No,Unknown,6,May,53.0,1,-1.0,0,Unknown,No
36,Services,Single,Primary,No,58.0,Yes,No,Unknown,6,May,134.0,1,-1.0,0,Unknown,No
57,Retired,Single,Secondary,No,1640.0,No,Yes,Unknown,6,May,204.0,4,-1.0,0,Unknown,No
36,Administrative,Single,Secondary,No,20.0,Yes,No,Unknown,6,May,186.0,1,-1.0,0,Unknown,No
50,Blue-collar,Married,Primary,No,71.0,Yes,No,Unknown,6,May,678.0,1,-1.0,0,Unknown,No
55,Blue-collar,Married,Secondary,No,52.0,Yes,No,Unknown,6,May,182.0,1,-1.0,0,Unknown,No
44,Self-employed,Married,Tertiary,No,292.0,Yes,No,Unknown,6,May,162.0,1,-1.0,0,Unknown,No
44,Services,Divorced,Secondary,No,424.0,Yes,No,Unknown,6,May,27.0,1,-1.0,0,Unknown,No
39,Housemaid,Single,Primary,No,109.0,Yes,No,Unknown,6,May,699.0,3,-1.0,0,Unknown,No
46,Blue-collar,Married,Unknown,No,1044.0,Yes,No,Unknown,6,May,43.0,1,-1.0,0,Unknown,No
39,Blue-collar,Married,Secondary,No,983.0,Yes,No,Unknown,6,May,97.0,1,-1.0,0,Unknown,No
34,Administrative,Married,Secondary,No,869.0,No,No,Unknown,6,May,1677.0,1,-1.0,0,Unknown,Yes
40,Blue-collar,Married,Primary,No,668.0,Yes,No,Unknown,6,May,283.0,2,-1.0,0,Unknown,No
50,Management,Married,Tertiary,No,964.0,Yes,No,Unknown,6,May,323.0,1,-1.0,0,Unknown,No
31,Management,Single,Secondary,No,301.0,Yes,No,Unknown,6,May,82.0,1,-1.0,0,Unknown,No
37,Administrative,Single,Secondary,No,140.0,Yes,No,Unknown,6,May,310.0,1,-1.0,0,Unknown,No
39,Management,Single,Secondary,No,1877.0,Yes,No,Unknown,6,May,185.0,1,-1.0,0,Unknown,No
51,Blue-collar,Married,Primary,No,1127.0,Yes,No,Unknown,6,May,47.0,1,-1.0,0,Unknown,No
41,Technician,Married,Secondary,No,871.0,Yes,No,Unknown,6,May,145.0,1,-1.0,0,Unknown,No
41,Technician,Married,Secondary,No,767.0,Yes,Yes,Unknown,6,May,204.0,1,-1.0,0,Unknown,No
43,Blue-collar,Married,Secondary,No,0.0,No,No,Unknown,6,May,187.0,1,-1.0,0,Unknown,No
30,Services,Single,Secondary,No,209.0,Yes,No,Unknown,6,May,30.0,2,-1.0,0,Unknown,No
54,Management,Divorced,Primary,No,0.0,No,No,Unknown,6,May,472.0,1,-1.0,0,Unknown,No
43,Blue-collar,Divorced,Secondary,No,110.0,Yes,Yes,Unknown,6,May,448.0,1,-1.0,0,Unknown,No
59,Management,Divorced,Tertiary,No,-76.0,Yes,Yes,Unknown,6,May,264.0,1,-1.0,0,Unknown,No
47,Technician,Married,Unknown,No,178.0,Yes,No,Unknown,6,May,169.0,1,-1.0,0,Unknown,No
40,Blue-collar,Married,Primary,No,-66.0,Yes,No,Unknown,6,May,288.0,1,-1.0,0,Unknown,No
32,Technician,Married,Secondary,No,0.0,Yes,No,Unknown,6,May,176.0,2,-1.0,0,Unknown,No
29,Blue-collar,Married,Secondary,No,1.0,Yes,No,Unknown,6,May,215.0,1,-1.0,0,Unknown,No
36,Blue-collar,Married,Secondary,No,0.0,Yes,No,Unknown,6,May,337.0,1,-1.0,0,Unknown,No
55,Unemployed,Married,Tertiary,No,5345.0,No,No,Unknown,6,May,278.0,1,-1.0,0,Unknown,No
30,Blue-collar,Divorced,Secondary,No,-209.0,Yes,No,Unknown,6,May,188.0,2,-1.0,0,Unknown,No
39,Administrative,Single,Secondary,No,0.0,Yes,No,Unknown,6,May,174.0,2,-1.0,0,Unknown,No
